Lower layer Super Output Areas Code,Lower layer Super Output Areas,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E01000541,Brent 004E,9,9. Elementary occupations,78
E01000543,Brent 003E,-8,Does not apply,832
E01000543,Brent 003E,1,"1. Managers, directors and senior officials",115
E01000543,Brent 003E,2,2. Professional occupations,150
E01000543,Brent 003E,3,3. Associate professional and technical occupations,86
E01000543,Brent 003E,4,4. Administrative and secretarial occupations,92
E01000543,Brent 003E,5,5. Skilled trades occupations,107
E01000543,Brent 003E,6,"6. Caring, leisure and other service occupations",48
E01000543,Brent 003E,7,7. Sales and customer service occupations,60
E01000543,Brent 003E,8,"8. Process, plant and machine operatives",48
E01000543,Brent 003E,9,9. Elementary occupations,87
E01000544,Brent 034A,-8,Does not apply,894
E01000544,Brent 034A,1,"1. Managers, directors and senior officials",106
E01000544,Brent 034A,2,2. Professional occupations,217
E01000544,Brent 034A,3,3. Associate professional and technical occupations,153
E01000544,Brent 034A,4,4. Administrative and secretarial occupations,57
E01000544,Brent 034A,5,5. Skilled trades occupations,57
E01000544,Brent 034A,6,"6. Caring, leisure and other service occupations",98
E01000544,Brent 034A,7,7. Sales and customer service occupations,53
E01000544,Brent 034A,8,"8. Process, plant and machine operatives",48
E01000544,Brent 034A,9,9. Elementary occupations,87
E01000545,Brent 028A,-8,Does not apply,869
E01000545,Brent 028A,1,"1. Managers, directors and senior officials",156
E01000545,Brent 028A,2,2. Professional occupations,285
E01000545,Brent 028A,3,3. Associate professional and technical occupations,169
E01000545,Brent 028A,4,4. Administrative and secretarial occupations,90
E01000545,Brent 028A,5,5. Skilled trades occupations,75
E01000545,Brent 028A,6,"6. Caring, leisure and other service occupations",83
E01000545,Brent 028A,7,7. Sales and customer service occupations,54
E01000545,Brent 028A,8,"8. Process, plant and machine operatives",38
E01000545,Brent 028A,9,9. Elementary occupations,103
E01000546,Brent 028B,-8,Does not apply,768
E01000546,Brent 028B,1,"1. Managers, directors and senior officials",134
E01000546,Brent 028B,2,2. Professional occupations,224
E01000546,Brent 028B,3,3. Associate professional and technical occupations,198
E01000546,Brent 028B,4,4. Administrative and secretarial occupations,60
E01000546,Brent 028B,5,5. Skilled trades occupations,50
E01000546,Brent 028B,6,"6. Caring, leisure and other service occupations",56
E01000546,Brent 028B,7,7. Sales and customer service occupations,61
E01000546,Brent 028B,8,"8. Process, plant and machine operatives",22
E01000546,Brent 028B,9,9. Elementary occupations,70
E01000547,Brent 028C,-8,Does not apply,783
E01000547,Brent 028C,1,"1. Managers, directors and senior officials",140
E01000547,Brent 028C,2,2. Professional occupations,253
E01000547,Brent 028C,3,3. Associate professional and technical occupations,171
E01000547,Brent 028C,4,4. Administrative and secretarial occupations,45
E01000547,Brent 028C,5,5. Skilled trades occupations,48
E01000547,Brent 028C,6,"6. Caring, leisure and other service occupations",52
E01000547,Brent 028C,7,7. Sales and customer service occupations,50
E01000547,Brent 028C,8,"8. Process, plant and machine operatives",47
E01000547,Brent 028C,9,9. Elementary occupations,67
E01000548,Brent 028D,-8,Does not apply,851
E01000548,Brent 028D,1,"1. Managers, directors and senior officials",145
E01000548,Brent 028D,2,2. Professional occupations,313
E01000548,Brent 028D,3,3. Associate professional and technical occupations,207
E01000548,Brent 028D,4,4. Administrative and secretarial occupations,82
E01000548,Brent 028D,5,5. Skilled trades occupations,69
E01000548,Brent 028D,6,"6. Caring, leisure and other service occupations",83
E01000548,Brent 028D,7,7. Sales and customer service occupations,62
E01000548,Brent 028D,8,"8. Process, plant and machine operatives",60
E01000548,Brent 028D,9,9. Elementary occupations,110
E01000549,Brent 028E,-8,Does not apply,695
E01000549,Brent 028E,1,"1. Managers, directors and senior officials",210
E01000549,Brent 028E,2,2. Professional occupations,359
E01000549,Brent 028E,3,3. Associate professional and technical occupations,231
E01000549,Brent 028E,4,4. Administrative and secretarial occupations,54
E01000549,Brent 028E,5,5. Skilled trades occupations,37
E01000549,Brent 028E,6,"6. Caring, leisure and other service occupations",69
E01000549,Brent 028E,7,7. Sales and customer service occupations,61
E01000549,Brent 028E,8,"8. Process, plant and machine operatives",33
E01000549,Brent 028E,9,9. Elementary occupations,65
E01000550,Brent 034B,-8,Does not apply,1092
E01000550,Brent 034B,1,"1. Managers, directors and senior officials",121
E01000550,Brent 034B,2,2. Professional occupations,224
E01000550,Brent 034B,3,3. Associate professional and technical occupations,152
E01000550,Brent 034B,4,4. Administrative and secretarial occupations,79
E01000550,Brent 034B,5,5. Skilled trades occupations,52
E01000550,Brent 034B,6,"6. Caring, leisure and other service occupations",91
E01000550,Brent 034B,7,7. Sales and customer service occupations,82
E01000550,Brent 034B,8,"8. Process, plant and machine operatives",50
E01000550,Brent 034B,9,9. Elementary occupations,81
E01000551,Brent 034C,-8,Does not apply,1573
E01000551,Brent 034C,1,"1. Managers, directors and senior officials",135
E01000551,Brent 034C,2,2. Professional occupations,240
E01000551,Brent 034C,3,3. Associate professional and technical occupations,173
E01000551,Brent 034C,4,4. Administrative and secretarial occupations,104
E01000551,Brent 034C,5,5. Skilled trades occupations,86
E01000551,Brent 034C,6,"6. Caring, leisure and other service occupations",164
E01000551,Brent 034C,7,7. Sales and customer service occupations,141
E01000551,Brent 034C,8,"8. Process, plant and machine operatives",117
E01000551,Brent 034C,9,9. Elementary occupations,159
E01000552,Brent 034D,-8,Does not apply,873
E01000552,Brent 034D,1,"1. Managers, directors and senior officials",88
E01000552,Brent 034D,2,2. Professional occupations,129
E01000552,Brent 034D,3,3. Associate professional and technical occupations,83
E01000552,Brent 034D,4,4. Administrative and secretarial occupations,67
E01000552,Brent 034D,5,5. Skilled trades occupations,34
E01000552,Brent 034D,6,"6. Caring, leisure and other service occupations",83
E01000552,Brent 034D,7,7. Sales and customer service occupations,55
E01000552,Brent 034D,8,"8. Process, plant and machine operatives",47
E01000552,Brent 034D,9,9. Elementary occupations,53
E01000553,Brent 015A,-8,Does not apply,967
E01000553,Brent 015A,1,"1. Managers, directors and senior officials",99
E01000553,Brent 015A,2,2. Professional occupations,197
E01000553,Brent 015A,3,3. Associate professional and technical occupations,119
E01000553,Brent 015A,4,4. Administrative and secretarial occupations,63
E01000553,Brent 015A,5,5. Skilled trades occupations,110
E01000553,Brent 015A,6,"6. Caring, leisure and other service occupations",115
E01000553,Brent 015A,7,7. Sales and customer service occupations,91
E01000553,Brent 015A,8,"8. Process, plant and machine operatives",69
E01000553,Brent 015A,9,9. Elementary occupations,211
E01000554,Brent 015B,-8,Does not apply,1007
E01000554,Brent 015B,1,"1. Managers, directors and senior officials",143
E01000554,Brent 015B,2,2. Professional occupations,216
E01000554,Brent 015B,3,3. Associate professional and technical occupations,108
E01000554,Brent 015B,4,4. Administrative and secretarial occupations,68
E01000554,Brent 015B,5,5. Skilled trades occupations,91
E01000554,Brent 015B,6,"6. Caring, leisure and other service occupations",81
E01000554,Brent 015B,7,7. Sales and customer service occupations,78
E01000554,Brent 015B,8,"8. Process, plant and machine operatives",54
E01000554,Brent 015B,9,9. Elementary occupations,124
E01000555,Brent 015C,-8,Does not apply,825
E01000555,Brent 015C,1,"1. Managers, directors and senior officials",125
E01000555,Brent 015C,2,2. Professional occupations,204
E01000555,Brent 015C,3,3. Associate professional and technical occupations,102
E01000555,Brent 015C,4,4. Administrative and secretarial occupations,49
E01000555,Brent 015C,5,5. Skilled trades occupations,48
E01000555,Brent 015C,6,"6. Caring, leisure and other service occupations",81
E01000555,Brent 015C,7,7. Sales and customer service occupations,45
E01000555,Brent 015C,8,"8. Process, plant and machine operatives",30
E01000555,Brent 015C,9,9. Elementary occupations,76
E01000556,Brent 015D,-8,Does not apply,967
E01000556,Brent 015D,1,"1. Managers, directors and senior officials",95
E01000556,Brent 015D,2,2. Professional occupations,154
E01000556,Brent 015D,3,3. Associate professional and technical occupations,140
E01000556,Brent 015D,4,4. Administrative and secretarial occupations,60
E01000556,Brent 015D,5,5. Skilled trades occupations,166
E01000556,Brent 015D,6,"6. Caring, leisure and other service occupations",98
E01000556,Brent 015D,7,7. Sales and customer service occupations,87
E01000556,Brent 015D,8,"8. Process, plant and machine operatives",95
E01000556,Brent 015D,9,9. Elementary occupations,228
E01000557,Brent 015E,-8,Does not apply,931
E01000557,Brent 015E,1,"1. Managers, directors and senior officials",121
E01000557,Brent 015E,2,2. Professional occupations,189
E01000557,Brent 015E,3,3. Associate professional and technical occupations,136
E01000557,Brent 015E,4,4. Administrative and secretarial occupations,60
E01000557,Brent 015E,5,5. Skilled trades occupations,81
E01000557,Brent 015E,6,"6. Caring, leisure and other service occupations",82
E01000557,Brent 015E,7,7. Sales and customer service occupations,75
E01000557,Brent 015E,8,"8. Process, plant and machine operatives",54
E01000557,Brent 015E,9,9. Elementary occupations,135
E01000558,Brent 015F,-8,Does not apply,717
E01000558,Brent 015F,1,"1. Managers, directors and senior officials",117
E01000558,Brent 015F,2,2. Professional occupations,197
E01000558,Brent 015F,3,3. Associate professional and technical occupations,104
E01000558,Brent 015F,4,4. Administrative and secretarial occupations,51
E01000558,Brent 015F,5,5. Skilled trades occupations,44
E01000558,Brent 015F,6,"6. Caring, leisure and other service occupations",46
E01000558,Brent 015F,7,7. Sales and customer service occupations,29
E01000558,Brent 015F,8,"8. Process, plant and machine operatives",19
E01000558,Brent 015F,9,9. Elementary occupations,66
E01000559,Brent 018E,-8,Does not apply,613
E01000559,Brent 018E,1,"1. Managers, directors and senior officials",98
E01000559,Brent 018E,2,2. Professional occupations,207
E01000559,Brent 018E,3,3. Associate professional and technical occupations,140
E01000559,Brent 018E,4,4. Administrative and secretarial occupations,86
E01000559,Brent 018E,5,5. Skilled trades occupations,49
E01000559,Brent 018E,6,"6. Caring, leisure and other service occupations",57
E01000559,Brent 018E,7,7. Sales and customer service occupations,39
E01000559,Brent 018E,8,"8. Process, plant and machine operatives",28
E01000559,Brent 018E,9,9. Elementary occupations,63
E01000560,Brent 023D,-8,Does not apply,707
E01000560,Brent 023D,1,"1. Managers, directors and senior officials",130
E01000560,Brent 023D,2,2. Professional occupations,282
E01000560,Brent 023D,3,3. Associate professional and technical occupations,157
E01000560,Brent 023D,4,4. Administrative and secretarial occupations,58
E01000560,Brent 023D,5,5. Skilled trades occupations,42
E01000560,Brent 023D,6,"6. Caring, leisure and other service occupations",54
E01000560,Brent 023D,7,7. Sales and customer service occupations,41
E01000560,Brent 023D,8,"8. Process, plant and machine operatives",28
E01000560,Brent 023D,9,9. Elementary occupations,63
E01000561,Brent 023E,-8,Does not apply,954
E01000561,Brent 023E,1,"1. Managers, directors and senior officials",111
E01000561,Brent 023E,2,2. Professional occupations,285
E01000561,Brent 023E,3,3. Associate professional and technical occupations,192
E01000561,Brent 023E,4,4. Administrative and secretarial occupations,65
E01000561,Brent 023E,5,5. Skilled trades occupations,65
E01000561,Brent 023E,6,"6. Caring, leisure and other service occupations",67
E01000561,Brent 023E,7,7. Sales and customer service occupations,51
E01000561,Brent 023E,8,"8. Process, plant and machine operatives",60
E01000561,Brent 023E,9,9. Elementary occupations,87
E01000562,Brent 008A,-8,Does not apply,770
E01000562,Brent 008A,1,"1. Managers, directors and senior officials",159
E01000562,Brent 008A,2,2. Professional occupations,209
E01000562,Brent 008A,3,3. Associate professional and technical occupations,66
E01000562,Brent 008A,4,4. Administrative and secretarial occupations,89
E01000562,Brent 008A,5,5. Skilled trades occupations,22
E01000562,Brent 008A,6,"6. Caring, leisure and other service occupations",48
E01000562,Brent 008A,7,7. Sales and customer service occupations,49
E01000562,Brent 008A,8,"8. Process, plant and machine operatives",43
E01000562,Brent 008A,9,9. Elementary occupations,53
E01000563,Brent 008B,-8,Does not apply,775
E01000563,Brent 008B,1,"1. Managers, directors and senior officials",154
E01000563,Brent 008B,2,2. Professional occupations,242
E01000563,Brent 008B,3,3. Associate professional and technical occupations,84
E01000563,Brent 008B,4,4. Administrative and secretarial occupations,82
E01000563,Brent 008B,5,5. Skilled trades occupations,63
E01000563,Brent 008B,6,"6. Caring, leisure and other service occupations",41
E01000563,Brent 008B,7,7. Sales and customer service occupations,41
E01000563,Brent 008B,8,"8. Process, plant and machine operatives",38
E01000563,Brent 008B,9,9. Elementary occupations,69
E01000564,Brent 013A,-8,Does not apply,844
E01000564,Brent 013A,1,"1. Managers, directors and senior officials",82
E01000564,Brent 013A,2,2. Professional occupations,143
E01000564,Brent 013A,3,3. Associate professional and technical occupations,72
